Policy ID,Insurance Provider,Policy Name,Coverage Type,Premium Amount (Annual),Coverage Details,Eligibility Criteria,Network Hospitals,Claim Settlement Ratio (%),Waiting Period,Exclusions,Additional Benefits,Category
POL1844,Aetna,Critical Guard,Corporate,49810,"Hospitalization, OPD","Employed, Company-sponsored",72,87.47,1 month,Maternity Benefits,Discounted Medicines,Adults
POL1845,Aetna,Comprehensive Plus,Individual,48646,"Critical Illness, Surgery","60+ years, Medical Checkup Required",473,89.91,1 year,Maternity Benefits,Discounted Medicines,Children
POL1846,Kaiser Permanente,Comprehensive Plus,Corporate,44457,Full Coverage,"60+ years, Medical Checkup Required",375,83.86,1 year,Maternity Benefits,Discounted Medicines,Adults
POL1847,Blue Cross,Family Protect,Corporate,22497,Full Coverage,"Employed, Company-sponsored",120,94.61,6 months,Cosmetic Surgery,Fitness Membership,Children
POL1848,UnitedHealth,Critical Guard,Individual,16300,"Critical Illness, Surgery","18-60 years, No pre-existing conditions",107,86.64,2 years,Cosmetic Surgery,Discounted Medicines,Seniors
POL1849,UnitedHealth,Critical Guard,Family,11392,"Hospitalization, OPD","18-60 years, No pre-existing conditions",376,72.9,1 month,Cosmetic Surgery,Discounted Medicines,Children
POL1850,Blue Cross,Corporate Shield,Corporate,43062,"Critical Illness, Surgery","18-60 years, No pre-existing conditions",329,89.7,3 months,Dental & Vision,24/7 Teleconsultation,Corporate
POL1851,Cigna,Senior Secure,Senior Citizen,45023,"Maternity, Vision, Dental","18-60 years, No pre-existing conditions",131,76.19,3 months,Cosmetic Surgery,Fitness Membership,Critical Illness
POL1852,UnitedHealth,Family Protect,Senior Citizen,10440,"Hospitalization, OPD","Self-employed, Tax Benefits",171,78.89,2 years,Cosmetic Surgery,Discounted Medicines,Children
POL1853,Blue Cross,Basic Care,Corporate,40578,"Hospitalization, OPD","18-60 years, No pre-existing conditions",494,87.57,1 month,Dental & Vision,24/7 Teleconsultation,Critical Illness
POL1854,Humana,Family Protect,Corporate,38601,"Maternity, Vision, Dental","Self-employed, Tax Benefits",431,74.31,1 month,Dental & Vision,Fitness Membership,Corporate
POL1855,Blue Cross,Family Protect,Senior Citizen,23816,"Maternity, Vision, Dental","18-60 years, No pre-existing conditions",438,96.26,2 years,Pre-existing conditions (2 years),Fitness Membership,Seniors
POL1856,Humana,Comprehensive Plus,Senior Citizen,42501,Full Coverage,"60+ years, Medical Checkup Required",185,85.56,6 months,Maternity Benefits,24/7 Teleconsultation,Seniors
POL1857,UnitedHealth,Family Protect,Individual,33604,Full Coverage,"18-60 years, No pre-existing conditions",137,71.08,2 years,Pre-existing conditions (2 years),Fitness Membership,Adults
POL1858,Humana,Comprehensive Plus,Individual,47042,"Critical Illness, Surgery","60+ years, Medical Checkup Required",139,94.56,6 months,Pre-existing conditions (2 years),Fitness Membership,Children
POL1859,MetLife,Basic Care,Corporate,40219,"Maternity, Vision, Dental","Employed, Company-sponsored",379,89.31,2 years,Cosmetic Surgery,24/7 Teleconsultation,Children
POL1860,Kaiser Permanente,Family Protect,Individual,49959,Full Coverage,"60+ years, Medical Checkup Required",181,96.69,6 months,Cosmetic Surgery,Free Annual Checkup,Critical Illness
POL1861,Kaiser Permanente,Family Protect,Individual,14216,"Hospitalization, OPD","Self-employed, Tax Benefits",442,93.29,3 months,Dental & Vision,Discounted Medicines,Seniors
POL1862,Blue Cross,Corporate Shield,Individual,10027,Full Coverage,"60+ years, Medical Checkup Required",54,79.18,1 month,Maternity Benefits,Free Annual Checkup,Seniors
POL1863,MetLife,Senior Secure,Senior Citizen,22570,Full Coverage,"Employed, Company-sponsored",391,83.76,2 years,Cosmetic Surgery,Free Annual Checkup,Critical Illness
POL1864,Humana,Family Protect,Family,42807,"Critical Illness, Surgery","Employed, Company-sponsored",99,74.51,1 month,Dental & Vision,Discounted Medicines,Children
POL1865,MetLife,Comprehensive Plus,Family,5113,Full Coverage,"18-60 years, No pre-existing conditions",90,89.59,2 years,Maternity Benefits,Discounted Medicines,Seniors
POL1866,Blue Cross,Family Protect,Family,28223,"Maternity, Vision, Dental","18-60 years, No pre-existing conditions",459,91.92,3 months,Dental & Vision,24/7 Teleconsultation,Children
POL1867,MetLife,Critical Guard,Senior Citizen,27322,Full Coverage,"Employed, Company-sponsored",239,78.4,1 year,Pre-existing conditions (2 years),Discounted Medicines,Critical Illness
POL1868,Cigna,Critical Guard,Individual,15898,Full Coverage,"60+ years, Medical Checkup Required",223,95.65,3 months,Dental & Vision,Discounted Medicines,Corporate
POL1869,Humana,Senior Secure,Family,35330,"Maternity, Vision, Dental","18-60 years, No pre-existing conditions",89,86.18,6 months,Cosmetic Surgery,Discounted Medicines,Critical Illness
POL1870,Cigna,Family Protect,Individual,21470,"Hospitalization, OPD","60+ years, Medical Checkup Required",138,96.4,6 months,Maternity Benefits,Fitness Membership,Adults
POL1871,Aetna,Critical Guard,Senior Citizen,27595,Full Coverage,"Self-employed, Tax Benefits",366,91.74,1 month,Maternity Benefits,Free Annual Checkup,Critical Illness
POL1872,Aetna,Critical Guard,Individual,15777,Full Coverage,"Employed, Company-sponsored",123,78.06,2 years,Dental & Vision,24/7 Teleconsultation,Seniors
POL1873,Aetna,Senior Secure,Senior Citizen,26087,"Critical Illness, Surgery","Self-employed, Tax Benefits",426,87.35,1 year,Maternity Benefits,Fitness Membership,Children
POL1874,Aetna,Comprehensive Plus,Family,13693,"Critical Illness, Surgery","Employed, Company-sponsored",498,85.07,6 months,Maternity Benefits,Fitness Membership,Adults
POL1875,Cigna,Comprehensive Plus,Family,34094,Full Coverage,"Self-employed, Tax Benefits",393,83.03,1 year,Dental & Vision,Fitness Membership,Adults
POL1876,Humana,Family Protect,Corporate,33666,"Maternity, Vision, Dental","18-60 years, No pre-existing conditions",64,81.78,3 months,Cosmetic Surgery,Free Annual Checkup,Adults
POL1877,Humana,Critical Guard,Senior Citizen,48757,"Critical Illness, Surgery","Employed, Company-sponsored",115,76.53,6 months,Maternity Benefits,Discounted Medicines,Children
POL1878,MetLife,Critical Guard,Family,30426,"Critical Illness, Surgery","Employed, Company-sponsored",459,90.41,3 months,Pre-existing conditions (2 years),Discounted Medicines,Seniors
POL1879,UnitedHealth,Comprehensive Plus,Corporate,41990,"Critical Illness, Surgery","18-60 years, No pre-existing conditions",455,86.17,1 month,Cosmetic Surgery,Free Annual Checkup,Seniors
POL1880,UnitedHealth,Critical Guard,Individual,11130,Full Coverage,"18-60 years, No pre-existing conditions",442,90.12,1 month,Dental & Vision,24/7 Teleconsultation,Children
POL1881,Aetna,Comprehensive Plus,Senior Citizen,34317,Full Coverage,"Employed, Company-sponsored",195,72.87,3 months,Maternity Benefits,Free Annual Checkup,Adults
POL1882,UnitedHealth,Senior Secure,Senior Citizen,10122,Full Coverage,"60+ years, Medical Checkup Required",298,86.77,6 months,Dental & Vision,Discounted Medicines,Children
POL1883,Humana,Corporate Shield,Individual,28800,Full Coverage,"60+ years, Medical Checkup Required",200,80.01,3 months,Dental & Vision,Discounted Medicines,Adults
POL1884,MetLife,Senior Secure,Senior Citizen,38987,"Maternity, Vision, Dental","Employed, Company-sponsored",342,93.83,3 months,Dental & Vision,Fitness Membership,Critical Illness
POL1885,MetLife,Corporate Shield,Individual,8435,"Maternity, Vision, Dental","Self-employed, Tax Benefits",279,87.82,2 years,Dental & Vision,Discounted Medicines,Critical Illness
POL1886,Aetna,Basic Care,Corporate,34034,"Maternity, Vision, Dental","Employed, Company-sponsored",359,73.6,2 years,Cosmetic Surgery,Fitness Membership,Adults
POL1887,UnitedHealth,Comprehensive Plus,Individual,48278,"Hospitalization, OPD","60+ years, Medical Checkup Required",107,80.88,1 month,Dental & Vision,24/7 Teleconsultation,Children
POL1888,Kaiser Permanente,Senior Secure,Individual,22507,"Hospitalization, OPD","18-60 years, No pre-existing conditions",186,70.61,6 months,Pre-existing conditions (2 years),Fitness Membership,Seniors
POL1889,Cigna,Family Protect,Senior Citizen,19867,Full Coverage,"18-60 years, No pre-existing conditions",328,92.89,6 months,Cosmetic Surgery,Fitness Membership,Seniors
POL1890,Aetna,Comprehensive Plus,Senior Citizen,30813,"Maternity, Vision, Dental","18-60 years, No pre-existing conditions",176,79.32,1 month,Cosmetic Surgery,Discounted Medicines,Seniors
POL1891,MetLife,Comprehensive Plus,Corporate,43589,Full Coverage,"Employed, Company-sponsored",331,77.49,6 months,Pre-existing conditions (2 years),Free Annual Checkup,Critical Illness
POL1892,MetLife,Comprehensive Plus,Senior Citizen,7992,"Critical Illness, Surgery","Employed, Company-sponsored",127,79.32,3 months,Pre-existing conditions (2 years),Discounted Medicines,Adults
POL1893,Aetna,Family Protect,Family,25668,"Hospitalization, OPD","60+ years, Medical Checkup Required",308,83.71,3 months,Maternity Benefits,Discounted Medicines,Adults
POL1894,Humana,Basic Care,Family,27079,"Maternity, Vision, Dental","60+ years, Medical Checkup Required",189,96.05,3 months,Pre-existing conditions (2 years),24/7 Teleconsultation,Critical Illness
POL1895,Cigna,Basic Care,Senior Citizen,27401,Full Coverage,"60+ years, Medical Checkup Required",121,70.72,1 month,Maternity Benefits,24/7 Teleconsultation,Adults
POL1896,Aetna,Comprehensive Plus,Senior Citizen,20207,Full Coverage,"Employed, Company-sponsored",413,96.24,1 month,Maternity Benefits,Discounted Medicines,Adults
POL1897,Blue Cross,Comprehensive Plus,Individual,36540,Full Coverage,"18-60 years, No pre-existing conditions",54,77.28,6 months,Pre-existing conditions (2 years),24/7 Teleconsultation,Corporate
POL1898,Aetna,Critical Guard,Corporate,35359,"Critical Illness, Surgery","Self-employed, Tax Benefits",399,90.96,3 months,Pre-existing conditions (2 years),Discounted Medicines,Corporate
POL1899,Kaiser Permanente,Senior Secure,Senior Citizen,26444,"Hospitalization, OPD","18-60 years, No pre-existing conditions",60,93.98,2 years,Cosmetic Surgery,Discounted Medicines,Adults
POL1900,Humana,Corporate Shield,Senior Citizen,8056,"Maternity, Vision, Dental","60+ years, Medical Checkup Required",173,73.89,1 year,Dental & Vision,Free Annual Checkup,Seniors
POL1901,Humana,Senior Secure,Family,45386,"Hospitalization, OPD","Employed, Company-sponsored",354,93.07,1 year,Maternity Benefits,24/7 Teleconsultation,Corporate
POL1902,Blue Cross,Basic Care,Senior Citizen,18722,"Maternity, Vision, Dental","Self-employed, Tax Benefits",241,86.35,3 months,Cosmetic Surgery,Free Annual Checkup,Adults
POL1903,UnitedHealth,Basic Care,Corporate,7831,"Maternity, Vision, Dental","18-60 years, No pre-existing conditions",305,85.99,3 months,Cosmetic Surgery,Discounted Medicines,Critical Illness
POL1904,Blue Cross,Corporate Shield,Individual,25870,"Maternity, Vision, Dental","Self-employed, Tax Benefits",130,95.91,6 months,Dental & Vision,24/7 Teleconsultation,Seniors
POL1905,Humana,Senior Secure,Corporate,13119,"Hospitalization, OPD","18-60 years, No pre-existing conditions",351,73.29,1 month,Cosmetic Surgery,Discounted Medicines,Critical Illness
POL1906,MetLife,Senior Secure,Corporate,42617,Full Coverage,"Self-employed, Tax Benefits",343,88.37,2 years,Maternity Benefits,24/7 Teleconsultation,Adults
POL1907,Aetna,Comprehensive Plus,Corporate,18797,"Maternity, Vision, Dental","18-60 years, No pre-existing conditions",81,91.58,6 months,Cosmetic Surgery,Fitness Membership,Seniors
POL1908,Kaiser Permanente,Family Protect,Corporate,9274,"Hospitalization, OPD","Employed, Company-sponsored",86,96.15,3 months,Maternity Benefits,Discounted Medicines,Seniors
POL1909,UnitedHealth,Senior Secure,Individual,23786,Full Coverage,"18-60 years, No pre-existing conditions",307,75.38,1 month,Pre-existing conditions (2 years),Discounted Medicines,Children
POL1910,Cigna,Basic Care,Family,42098,"Hospitalization, OPD","Employed, Company-sponsored",114,82.78,2 years,Cosmetic Surgery,Fitness Membership,Corporate
POL1911,Humana,Critical Guard,Corporate,30584,Full Coverage,"60+ years, Medical Checkup Required",87,75.06,3 months,Pre-existing conditions (2 years),Discounted Medicines,Children
POL1912,Aetna,Comprehensive Plus,Family,39909,"Maternity, Vision, Dental","Employed, Company-sponsored",59,74.99,6 months,Maternity Benefits,24/7 Teleconsultation,Children
POL1913,MetLife,Critical Guard,Family,36567,Full Coverage,"18-60 years, No pre-existing conditions",390,85.79,3 months,Maternity Benefits,Discounted Medicines,Seniors
POL1914,Blue Cross,Family Protect,Family,18561,"Hospitalization, OPD","60+ years, Medical Checkup Required",256,93.98,3 months,Pre-existing conditions (2 years),Fitness Membership,Critical Illness
POL1915,Humana,Comprehensive Plus,Family,8358,"Maternity, Vision, Dental","Employed, Company-sponsored",456,88.2,2 years,Maternity Benefits,Free Annual Checkup,Critical Illness
POL1916,Blue Cross,Basic Care,Senior Citizen,44475,"Maternity, Vision, Dental","18-60 years, No pre-existing conditions",80,82.88,1 year,Dental & Vision,Free Annual Checkup,Critical Illness
POL1917,Blue Cross,Critical Guard,Senior Citizen,42166,"Maternity, Vision, Dental","60+ years, Medical Checkup Required",412,85.86,2 years,Maternity Benefits,Fitness Membership,Critical Illness
POL1918,Blue Cross,Comprehensive Plus,Senior Citizen,18493,Full Coverage,"60+ years, Medical Checkup Required",304,96.14,6 months,Pre-existing conditions (2 years),Discounted Medicines,Corporate
POL1919,Cigna,Senior Secure,Individual,19081,Full Coverage,"Self-employed, Tax Benefits",86,90.33,2 years,Pre-existing conditions (2 years),Fitness Membership,Critical Illness
POL1920,MetLife,Basic Care,Corporate,40305,"Critical Illness, Surgery","Self-employed, Tax Benefits",201,73.58,1 month,Pre-existing conditions (2 years),24/7 Teleconsultation,Children
POL1921,Blue Cross,Senior Secure,Individual,13064,"Maternity, Vision, Dental","Self-employed, Tax Benefits",121,96.24,2 years,Pre-existing conditions (2 years),24/7 Teleconsultation,Seniors
POL1922,Humana,Critical Guard,Individual,23437,"Critical Illness, Surgery","Employed, Company-sponsored",420,83.36,3 months,Pre-existing conditions (2 years),Free Annual Checkup,Critical Illness
POL1923,UnitedHealth,Comprehensive Plus,Family,11207,"Hospitalization, OPD","Self-employed, Tax Benefits",184,93.9,6 months,Pre-existing conditions (2 years),24/7 Teleconsultation,Corporate
POL1924,MetLife,Critical Guard,Senior Citizen,6396,"Critical Illness, Surgery","60+ years, Medical Checkup Required",272,77.24,2 years,Pre-existing conditions (2 years),24/7 Teleconsultation,Corporate
POL1925,Kaiser Permanente,Basic Care,Family,37411,"Hospitalization, OPD","18-60 years, No pre-existing conditions",275,78.5,2 years,Maternity Benefits,Discounted Medicines,Seniors
POL1926,Humana,Senior Secure,Individual,45731,"Hospitalization, OPD","60+ years, Medical Checkup Required",446,77.62,1 year,Maternity Benefits,Free Annual Checkup,Adults
POL1927,MetLife,Corporate Shield,Corporate,48571,Full Coverage,"Self-employed, Tax Benefits",110,81.17,1 year,Cosmetic Surgery,Fitness Membership,Corporate
POL1928,MetLife,Corporate Shield,Senior Citizen,36174,"Maternity, Vision, Dental","Self-employed, Tax Benefits",375,94.28,1 month,Pre-existing conditions (2 years),Fitness Membership,Critical Illness
POL1929,Humana,Comprehensive Plus,Senior Citizen,42676,"Critical Illness, Surgery","60+ years, Medical Checkup Required",315,86.9,1 year,Cosmetic Surgery,Discounted Medicines,Seniors
POL1930,Aetna,Basic Care,Senior Citizen,30805,"Hospitalization, OPD","18-60 years, No pre-existing conditions",439,74.87,1 year,Cosmetic Surgery,Free Annual Checkup,Adults
POL1931,MetLife,Family Protect,Family,43995,Full Coverage,"Employed, Company-sponsored",448,74.35,3 months,Maternity Benefits,Fitness Membership,Children
POL1932,Aetna,Family Protect,Corporate,7071,"Hospitalization, OPD","60+ years, Medical Checkup Required",187,85.31,2 years,Maternity Benefits,Fitness Membership,Adults
POL1933,Kaiser Permanente,Comprehensive Plus,Family,47041,Full Coverage,"18-60 years, No pre-existing conditions",396,76.87,2 years,Pre-existing conditions (2 years),Fitness Membership,Adults
POL1934,Blue Cross,Corporate Shield,Corporate,16172,Full Coverage,"Employed, Company-sponsored",355,94.07,2 years,Pre-existing conditions (2 years),Fitness Membership,Adults
POL1935,Aetna,Family Protect,Senior Citizen,24235,Full Coverage,"60+ years, Medical Checkup Required",418,92.81,3 months,Pre-existing conditions (2 years),Fitness Membership,Critical Illness
POL1936,Aetna,Family Protect,Corporate,38290,"Critical Illness, Surgery","Employed, Company-sponsored",109,78.07,6 months,Maternity Benefits,Free Annual Checkup,Adults
POL1937,Kaiser Permanente,Comprehensive Plus,Individual,37115,"Maternity, Vision, Dental","Self-employed, Tax Benefits",205,95.01,1 year,Cosmetic Surgery,Free Annual Checkup,Seniors
POL1938,MetLife,Senior Secure,Corporate,48224,"Hospitalization, OPD","18-60 years, No pre-existing conditions",498,82.32,2 years,Dental & Vision,Discounted Medicines,Seniors
